MG - REDE DOM PEDRO DE POSTOS LTDA                                                                                                                         02/06/2026 09:49;;;;;;;;;;;
MEDIÇÃO DE TANQUE POR PERÍODO;;;;;;;;;;;
Período: 01/05/2026 a 31/05/2026;;;;;;;;;;;
Depósitos: ATIVOS;;;;;;;;;;;
Modo: ANALÍTICO;;;;;;;;;;;
Agrupar: COMBUSTÍVEL;;;;;;;;;;;
Exibir: SOMENTE COM ESTOQUE;;;;;;;;;;;
Empresa: 2 - MG S - REDE DOM PEDRO DE POSTOS LTDA (DP 1);;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 388 - 387;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-18;0;4784;0;4784;0;4562;197,49;222;-24,5;-45,7;-1
2026-05-19;0;4562;0;4562;0;4170;381,007;392;-11;-56,7;-1,2
2026-05-20;0;4170;0;4170;0;3909;272,247;261;11,2;-45,5;-0,9
2026-05-21;0;3909;0;3909;0;3626;279,02;283;-4;-49,5;-0,9
2026-05-22;0;3626;0;3626;0;3086;321,753;540;-218,2;-267,7;-4,7
2026-05-23;0;3086;0;3086;0;3244;98,974;-158;257;-10,7;-0,2
2026-05-24;0;3244;0;3244;0;2740;386,996;504;-117;-127,7;-2,1
2026-05-25;0;2740;0;2740;0;2164;548,326;576;-27,7;-155,4;-2,3
2026-05-26;0;2164;0;2164;0;1920;305,688;244;61,7;-93,7;-1,3
2026-05-27;0;1920;0;1920;0;1596;314,898;324;-9,1;-102,8;-1,4
2026-05-28;0;1596;0;1596;0;1347;236,167;249;-12,8;-115,6;-1,5
2026-05-29;0;1347;5000;6347;0;5687;735,476;660;75,5;-40,1;-0,5
2026-05-30;0;5687;0;5687;0;5384;298,692;303;-4,3;-44,4;-0,5
2026-05-31;0;5384;0;5384;0;4784;522,011;600;-78;-122,4;-1,3
Total acumulado combustível;9146,39;9269;-122,4;-1087,1;28,2;;;;;;
Combustível: 7321 - ARLA A GRANEL;Tanques vinculados: 2028;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;7090,28;0;7090,28;0;6227;815,884;863,28;-47,4;-47,4;-5,8
2026-05-02;0;6227;0;6227;0;5227;927,207;1000;-72,8;-120,2;-6,9
2026-05-03;0;5227;0;5227;0;4409;770,658;818;-47,3;-167,5;-6,7
2026-05-04;0;4409;2000;6409;0;5772;713,971;637;77;-90,5;-2,8
2026-05-05;0;5772;0;5772;0;4727;977,846;1045;-67,2;-157,7;-3,7
2026-05-06;0;4727;0;4727;0;3590;1094,055;1137;-42,9;-200,6;-3,8
2026-05-07;0;3590;5000;8590;0;8227;662,962;363;300;99,4;1,7
2026-05-08;0;8227;0;8227;0;7454;698,275;773;-74,7;24,7;0,4
2026-05-09;0;7454;0;7454;0;6863;532,371;591;-58,6;-33,9;-0,5
2026-05-10;0;6863;0;6863;0;6090;701,345;773;-71,7;-105,6;-1,3
2026-05-11;0;6090;2000;8090;0;7499,9;722,968;590,1;132,9;27,3;0,3
2026-05-12;0;7499,9;0;7499,9;0;6318,11;1068,755;1181,79;-113;-85,7;-0,9
2026-05-13;0;6318,11;0;6318,11;0;5090,8;1149,837;1227,31;-77,5;-163,2;-1,5
2026-05-14;0;5090,8;0;5090,8;0;3636,3;1369,085;1454,5;-85,4;-248,6;-2
2026-05-15;0;3636,3;2500;6136,3;0;4863,6;919,893;1272,7;-352,8;-601,4;-4,6
2026-05-16;0;4863,6;2000;6863,6;0;6045;906,168;818,6;87,6;-513,8;-3,7
2026-05-17;0;6045;0;6045;0;5227,2;757,687;817,8;-60,1;-573,9;-3,9
2026-05-18;0;5227,2;0;5227,2;0;4631;468,901;596,2;-127,3;-701,2;-4,6
2026-05-19;0;4631;2000;6631;0;5681;1043,136;950;93,1;-608,1;-3,7
2026-05-20;0;5681;0;5681;0;4409;1200,985;1272;-71;-679,1;-3,9
2026-05-21;0;4409;0;4409;0;3045;1257,445;1364;-106,6;-785,7;-4,2
2026-05-22;0;3045;4500;7545;0;6409;1256,609;1136;120,6;-665,1;-3,3
2026-05-23;0;6409;0;6409;0;5636;731,82;773;-41,2;-706,3;-3,4
2026-05-24;0;5636;0;5636;0;4909;678,9;727;-48,1;-754,4;-3,5
2026-05-25;0;4909;0;4909;0;4363;512,27;546;-33,7;-788,1;-3,6
2026-05-26;0;4363;0;4363;0;3045;1225,932;1318;-92,1;-880,2;-3,8
2026-05-27;0;3045;2500;5545;0;3636;1782,343;1909;-126,7;-1006,9;-4
2026-05-28;0;3636;0;3636;0;2409;1168,307;1227;-58,7;-1065,6;-4,1
2026-05-29;0;2409;2500;4909;0;3409;1364,883;1500;-135,1;-1200,7;-4,4
2026-05-30;0;3409;3500;6909;0;6090;836,644;819;17,6;-1183,1;-4,2
2026-05-31;0;6090;0;6090;0;5681;375,319;409;-33,7;-1216,8;-4,2
Total acumulado combustível;28692,461;29909,28;-1216,8;-15199,9;-100,6;;;;;;
Total geral da empresa;835069,209;837699,28;-2630,2;-38408,7;-1901,5;;;;;;
Empresa: 102 - CE - REDE DOM PEDRO DE POSTOS LTDA (DP RUSSA;;;;;;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 2121 - 2119;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;23560;10000;33560;0;26203;7607,822;7357;250,8;250,8;8,6
2026-05-02;0;26203;0;26203;0;20853;5232,807;5350;-117,2;133,6;1,3
2026-05-03;0;20853;0;20853;0;13180;7432,887;7673;-240,1;-106,5;-3,4
2026-05-04;0;13180;10000;23180;0;18542;4424,997;4638;-213;-319,5;-0,7
2026-05-05;0;18542;10000;28542;0;24026;4657,506;4516;141,5;-178;-1,5
2026-05-06;0;24026;0;24026;0;14584;9281,03;9442;-161;-339;-0,4
2026-05-07;0;14584;10000;24584;0;20526;4502,566;4058;444,6;105,6;-1,1
2026-05-08;0;20526;0;20526;0;13314;7088,879;7212;-123,1;-17,5;6,9
2026-05-09;0;13314;15000;28314;0;22681;5611,623;5633;-21,4;-38,9;-1,2
2026-05-10;0;22681;0;22681;0;16382;6180,165;6299;-118,8;-157,7;3,4
2026-05-11;0;16382;10000;26382;0;20825;5430,662;5557;-126,3;-284;-0,9
2026-05-12;0;20825;15000;35825;0;32292;4064,495;3533;531,5;247,5;-0,8
2026-05-13;0;32292;0;32292;0;22810;9134,366;9482;-347,6;-100,1;-0,8
2026-05-14;0;22810;10000;32810;0;29103;3755,063;3707;48;-52,1;-0,5
2026-05-15;0;29103;10000;39103;0;33476;5958,014;5627;331;278,9;3,5
2026-05-16;0;33476;0;33476;0;28034;5418,086;5442;-23,9;255;-0,5
2026-05-17;0;28034;0;28034;0;22574;5128,524;5460;-331,5;-76,5;-0,8
2026-05-18;0;22574;0;22574;0;17365;4931,867;5209;-277,1;-353,6;-1
2026-05-19;0;17365;10000;27365;0;23528;4202,508;3837;365,5;11,9;2,4
2026-05-20;0;23528;15000;38528;0;31127;7567,408;7401;166,4;178,3;3,2
2026-05-21;0;31127;10000;41127;0;37441;3865,45;3686;179,4;357,7;3,6
2026-05-22;0;37441;0;37441;0;31981;5499,021;5460;39;396,7;4
2026-05-23;0;31981;5000;36981;0;31737;4998,425;5244;-245,6;151,1;3,8
2026-05-24;0;31737;0;31737;0;26468;5093,557;5269;-175,4;-24,3;3,6
2026-05-25;0;26468;0;26468;0;21479;4720,65;4989;-268,4;-292,7;3,2
2026-05-26;0;21479;15000;36479;0;33216;3919,486;3263;656,5;363,8;4,7
2026-05-27;0;33216;0;33216;0;24607;8240,178;8609;-368,8;-5;4,5
2026-05-28;0;24607;10000;34607;0;31235;3477,317;3372;105,3;100,3;4,3
2026-05-29;0;31235;10000;41235;0;36306;5209,062;4929;280;380,3;11,4
2026-05-30;0;36306;0;36306;0;31040;5173,43;5266;-92,6;287,7;10,9
2026-05-31;0;31040;0;31040;0;26035;4416,494;5005;-588,5;-300,8;-3
Total acumulado combustível;172224,345;172525;-300,8;853;66,7;;;;;;
Combustível: 2309 - DIESEL S 10;Tanques vinculados: 2123 - 2126 - 2122 - 2150;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;35749;20000;55749;0;40536;15603,4;15213;390,4;390,4;0
2026-05-02;0;40536;10000;50536;0;39126;11479,578;11410;69,6;460;21,5
2026-05-03;0;39126;0;39126;0;28539;10495,244;10587;-91,7;368,3;-191,7
2026-05-04;0;28539;30000;58539;0;45214;13595,234;13325;270,2;638,5;0,8
2026-05-05;0;45214;10000;55214;0;39608;15712,021;15606;106;744,5;-2
2026-05-06;0;39608;20000;59608;0;40361;18662,897;19247;-584,2;160,3;-1,4
2026-05-07;0;40361;30000;70361;0;54027;17116,294;16334;782,2;942,5;0
2026-05-08;0;54027;0;54027;0;37273;16536,815;16754;-217,2;725,3;12,9
2026-05-09;0;37273;20000;57273;0;45018;12370,262;12255;115,3;840,6;3
2026-05-10;0;45018;0;45018;0;36489;8474,413;8529;-54,6;786;0
2026-05-11;0;36489;30000;66489;0;52684;14002,544;13805;197,5;983,5;-55,2
2026-05-12;0;52684;5000;57684;0;39881;17113,96;17803;-689,1;294,4;5,2
2026-05-13;0;39881;20543,002;60424,002;0;42143;18756,323;18281,002;475,3;769,7;-0,5
2026-05-14;0;42143;30000;72143;0;57867;14914,484;14276;638,4;1408,1;0
2026-05-15;0;57867;10000;67867;0;48979;17485,047;18888;-1403;5,1;1,9
2026-05-16;0;48979;20000;68979;0;56329;13865,786;12650;1215,8;1220,9;6
2026-05-17;0;56329;0;56329;0;42740;13594,484;13589;5,5;1226,4;0
2026-05-18;0;42740;30000;72740;0;54914;17944,179;17826;118,2;1344,6;0
2026-05-19;0;54914;0;54914;0;40493;14147,139;14421;-273,9;1070,7;6,4
2026-05-20;0;40493;25000;65493;0;47686;17549,775;17807;-257,2;813,5;8
2026-05-21;0;47686;20000;67686;0;46297;21806,278;21389;417,3;1230,8;-123,3
2026-05-22;0;46297;10000;56297;0;42585;13547,787;13712;-164,2;1066,6;0,8
2026-05-23;0;42585;20000;62585;0;48353;14640,076;14232;408,1;1474,7;-107
2026-05-24;0;48353;0;48353;0;37257;10768,578;11096;-327,4;1147,3;-123,4
2026-05-25;0;37257;15000;52257;0;38624;13887,862;13633;254,8;1402,1;-135,9
2026-05-26;0;38624;25000;63624;0;48848;14966,411;14776;190,4;1592,5;10,6
2026-05-27;0;48848;0;48848;0;32228;16151,632;16620;-468,3;1124,2;0
2026-05-28;0;32228;30000;62228;0;44557;17650,459;17671;-20,6;1103,6;-112,3
2026-05-29;0;44557;25000;69557;0;50502;19587,136;19055;532,1;1635,7;0
2026-05-30;0;50502;15000;65502;0;54551;11020,946;10951;69,9;1705,6;-95
2026-05-31;0;54551;0;54551;0;42665;10822,798;11886;-1063,2;642,4;6,3
Total acumulado combustível;464269,842;463627,002;642,4;29318,8;-864,3;;;;;;
Combustível: 3 - ETANOL;Tanques vinculados: 2124;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;5201;0;5201;0;4838;262,993;363;-100;-100;-38
2026-05-02;0;4838;0;4838;0;4570;240,892;268;-27,1;-127,1;-25,2
2026-05-03;0;4570;0;4570;0;4104;478,069;466;12,1;-115;-11,7
2026-05-04;0;4104;0;4104;0;3945;161,565;159;2,6;-112,4;-9,8
2026-05-05;0;3945;0;3945;0;3735;211,916;210;1,9;-110,5;-8,2
2026-05-06;0;3735;0;3735;0;3488;253,594;247;6,6;-103,9;-6,5
2026-05-07;0;3488;0;3488;0;3282;167,525;206;-38,5;-142,4;-8
2026-05-08;0;3282;0;3282;0;2939;368,233;343;25,2;-117,2;-5,5
2026-05-09;0;2939;5000;7939;0;7686;219,902;253;-33,1;-150,3;-6,4
2026-05-10;0;7686;0;7686;0;7383;295,856;303;-7,1;-157,4;-5,9
2026-05-11;0;7383;0;7383;0;7088;339,535;295;44,5;-112,9;-3,8
2026-05-12;0;7088;0;7088;0;6722;304,059;366;-61,9;-174,8;-5,3
2026-05-13;0;6722;0;6722;0;6564;205,15;158;47,2;-127,6;-3,6
2026-05-14;0;6564;0;6564;0;6260;267,39;304;-36,6;-164,2;-4,3
2026-05-15;0;6260;0;6260;0;6100;168,15;160;8,2;-156;-4
2026-05-16;0;6100;0;6100;0;5939;195,037;161;34;-122;-2,9
2026-05-17;0;5939;0;5939;0;5738;196,328;201;-4,7;-126,7;-2,9
2026-05-18;0;5738;0;5738;0;5523;204,383;215;-10,6;-137,3;-3
2026-05-19;0;5523;0;5523;0;5201;297,609;322;-24,4;-161,7;-3,3
2026-05-20;0;5201;0;5201;0;5093;129,305;108;21,3;-140,4;-2,8
2026-05-21;0;5093;0;5093;0;4945;163,413;148;15,4;-125;-2,4
2026-05-22;0;4945;0;4945;0;4516;390,117;429;-38,9;-163,9;-3
2026-05-23;0;4516;0;4516;0;4316;232,701;200;32,7;-131,2;-2,3
2026-05-24;0;4316;0;4316;0;3998;311,203;318;-6,8;-138;-2,3
2026-05-25;0;3998;0;3998;0;3840;164,699;158;6,7;-131,3;-2,1
2026-05-26;0;3840;0;3840;0;3540;265,744;300;-34,3;-165,6;-2,5
2026-05-27;0;3540;0;3540;0;3282;310,261;258;52,3;-113,3;-1,7
2026-05-28;0;3282;0;3282;0;2939;321,009;343;-22;-135,3;-1,9
2026-05-29;0;2939;5000;7939;0;7586;368,758;353;15,8;-119,5;-1,6
2026-05-30;0;7586;0;7586;0;7332;228,57;254;-25,4;-144,9;-1,9
2026-05-31;0;7332;0;7332;0;6984;308,631;348;-39,4;-184,3;-2,3
Total acumulado combustível;8032,597;8217;-184,3;-4212,1;-185,1;;;;;;
Combustível: 7321 - ARLA A GRANEL;Tanques vinculados: 2151;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;6181;0;6181;0;5772;387,585;409;-21,4;-21,4;-5,5
2026-05-02;0;5772;0;5772;0;5454;299,185;318;-18,8;-40,2;-5,9
2026-05-03;0;5454;0;5454;0;4999;387,977;455;-67;-107,2;-10
2026-05-04;0;4999;0;4999;0;4590;433,084;409;24,1;-83,1;-5,5
2026-05-05;0;4590;4000;8590;0;8318;269,411;272;-2,6;-85,7;-4,8
2026-05-06;0;8318;0;8318;0;7909;371,036;409;-38;-123,7;-5,8
2026-05-07;0;7909;0;7909;0;7272;568,657;637;-68,3;-192;-7,1
2026-05-08;0;7272;0;7272;0;6909;325,36;363;-37,6;-229,6;-7,5
2026-05-09;0;6909;0;6909;0;6454;442,198;455;-12,8;-242,4;-7
2026-05-10;0;6454;0;6454;0;6045;373,042;409;-36;-278,4;-7,2
2026-05-11;0;6045;0;6045;0;5545;496,735;500;-3,3;-281,7;-6,5
2026-05-12;0;5545;0;5545;0;4954;524,776;591;-66,2;-347,9;-7,1
2026-05-13;0;4954;50,87;5004,87;0;4363;631,876;641,87;-10;-357,9;-6,5
2026-05-14;0;4363;0;4363;0;3863;473,347;500;-26,7;-384,6;-6,4
2026-05-15;0;3863;0;3863;0;3272;520,215;591;-70,8;-455,4;-7
2026-05-16;0;3272;0;3272;0;2681;596,064;591;5,1;-450,3;-6,3
2026-05-17;0;2681;0;2681;0;2181;502,39;500;2,4;-447,9;-5,9
2026-05-18;0;2181;0;2181;0;1590;542,376;591;-48,6;-496,5;-6,1
2026-05-19;0;1590;6000;7590;0;7181;341,484;409;-67,5;-564;-6,6
2026-05-20;0;7181;0;7181;0;6818;347,631;363;-15,4;-579,4;-6,6
2026-05-21;0;6818;0;6818;0;6181;639,972;637;3;-576,4;-6,1
2026-05-22;0;6181;0;6181;0;5909;242,47;272;-29,5;-605,9;-6,2
2026-05-23;0;5909;0;5909;0;5545;354,833;364;-9,2;-615,1;-6,1
2026-05-24;0;5545;0;5545;0;5090;412,637;455;-42,4;-657,5;-6,3
2026-05-25;0;5090;4000;9090;0;8590;501,559;500;1,6;-655,9;-6
2026-05-26;0;8590;0;8590;0;8181;385,696;409;-23,3;-679,2;-6
2026-05-27;0;8181;0;8181;0;7545;612,509;636;-23,5;-702,7;-5,9
2026-05-28;0;7545;0;7545;0;6727;674,125;818;-143,9;-846,6;-6,7
2026-05-29;0;6727;0;6727;0;6045;704,371;682;22,4;-824,2;-6,2
2026-05-30;0;6045;0;6045;0;5772;225,249;273;-47,8;-872;-6,4
2026-05-31;0;5772;0;5772;0;5590;214,023;182;32;-840;-6,1
Total acumulado combustível;13801,873;14641,87;-840;-13644,8;-199,3;;;;;;
Total geral da empresa;658328,657;659010,872;-682,7;12314,9;-1182;;;;;;
Empresa: 103 - MG - REDE DOM PEDRO DE POSTOS LTDA (DP INHAP;;;;;;;;;;;
Combustível: 1 - DIESEL COMUM;Tanques vinculados: 2203;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;9144;10000;19144;0;18397;920,332;747;173,3;173,3;18,8
2026-05-02;0;18397;0;18397;0;16215;1874,521;2182;-307,5;-134,2;-4,8
2026-05-03;0;16215;0;16215;0;13560;2852,807;2655;197,8;63,6;1,1
2026-05-04;0;13560;0;13560;0;10639;2633,253;2921;-287,7;-224,1;-2,7
2026-05-05;0;10639;0;10639;0;7408;3106,533;3231;-124,5;-348,6;-3,1
2026-05-06;0;7408;20500;27908;0;26234;2304,771;1674;630,8;282,2;2,1
2026-05-07;0;26234;0;26234;0;22191;3672,215;4043;-370,8;-88,6;-0,5
2026-05-08;0;22191;0;22191;0;20393;1769,223;1798;-28,8;-117,4;-0,6
2026-05-09;0;20393;5000;25393;0;23642;1938,599;1751;187,6;70,2;0,3
2026-05-10;0;23642;0;23642;0;22489;1283,674;1153;130,7;200,9;0,9
2026-05-11;0;22489;0;22489;0;18861;3438,957;3628;-189;11,9;0
2026-05-12;0;18861;0;18861;0;16059;2668,314;2802;-133,7;-121,8;-0,4
2026-05-13;0;16059;5000;21059;0;16996;4294,416;4063;231,4;109,6;0,3
2026-05-14;0;16996;0;16996;0;12629;3896,987;4367;-470;-360,4;-1
2026-05-15;0;12629;4700;17329;0;14183;3372,272;3146;226,3;-134,1;-0,3
2026-05-16;0;14183;5000;19183;0;16840;2291,714;2343;-51,3;-185,4;-0,4
2026-05-17;0;16840;0;16840;0;15433;1394,729;1407;-12,3;-197,7;-0,5
2026-05-18;0;15433;0;15433;0;13249;2241,499;2184;57,5;-140,2;-0,3
2026-05-19;0;13249;5000;18249;0;14496;3695,446;3753;-57,6;-197,8;-0,4
2026-05-20;0;14496;10000;24496;0;19630;5067,948;4866;201,9;4,1;0
2026-05-21;0;19630;5000;24630;0;16059;8265,754;8571;-305,2;-301,1;-0,5
2026-05-22;0;16059;0;16059;0;13871;2108,773;2188;-79,2;-380,3;-0,6
2026-05-23;0;13871;5000;18871;0;16684;2562,351;2187;375,4;-4,9;0
2026-05-24;0;16684;0;16684;0;14183;2143,022;2501;-358;-362,9;-0,5
2026-05-25;0;14183;0;14183;0;11094;2980,313;3089;-108,7;-471,6;-0,6
2026-05-26;0;11094;4700;15794;0;13404;2451,311;2390;61,3;-410,3;-0,5
2026-05-27;0;13404;0;13404;0;10036;3297,861;3368;-70,1;-480,4;-0,6
2026-05-28;0;10036;12500;22536;0;19783;2969,423;2753;216,4;-264;-0,3
2026-05-29;0;19783;11000;30783;0;26870;4064,836;3913;151,8;-112,2;-0,1
2026-05-30;0;26870;0;26870;0;24067;2761,965;2803;-41;-153,2;-0,2
2026-05-31;0;24067;0;24067;0;21448;2952,775;2619;333,8;180,6;0,2
Total acumulado combustível;91276,594;91096;180,6;-4094,8;4,8;;;;;;
Combustível: 2 - GASOLINA COMUM;Tanques vinculados: 2205;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;5491;5000;10491;0;6433;3986,478;4058;-71,5;-71,5;-1,8
2026-05-02;0;6433;20000;26433;0;22631;3975,067;3802;173,1;101,6;1,3
2026-05-03;0;22631;0;22631;0;18086;4642,429;4545;97,4;199;1,6
2026-05-04;0;18086;0;18086;0;14651;3518,781;3435;83,8;282,8;1,8
2026-05-05;0;14651;16500;31151;0;27604;3661,27;3547;114,3;397,1;2
2026-05-06;0;27604;0;27604;0;20089;7289,508;7515;-225,5;171,6;0,6
2026-05-07;0;20089;0;20089;0;16684;3497,97;3405;93;264,6;0,9
2026-05-08;0;16684;11500;28184;0;24067;4080,881;4117;-36,1;228,5;0,7
2026-05-09;0;24067;10000;34067;0;29922;3655,107;4145;-489,9;-261,4;-0,7
2026-05-10;0;29922;0;29922;0;25842;4727,615;4080;647,6;386,2;0,9
2026-05-11;0;25842;0;25842;0;22191;3504,745;3651;-146,3;239,9;0,5
2026-05-12;0;22191;0;22191;0;18861;3184,799;3330;-145,2;94,7;0,2
2026-05-13;0;18861;0;18861;0;12629;6306,485;6232;74,5;169,2;0,3
2026-05-14;0;12629;0;12629;0;8996;3382,606;3633;-250,4;-81,2;-0,1
2026-05-15;0;8996;9400;18396;0;14964;3463,497;3432;31,5;-49,7;-0,1
2026-05-16;0;14964;10000;24964;0;21746;3441,731;3218;223,7;174;0,3
2026-05-17;0;21746;0;21746;0;17776;3721,388;3970;-248,6;-74,6;-0,1
2026-05-18;0;17776;0;17776;0;14495;3127,95;3281;-153,1;-227,7;-0,3
2026-05-19;0;14495;10000;24495;0;21746;3165,32;2749;416,3;188,6;0,2
2026-05-20;0;21746;0;21746;0;14495;6800,758;7251;-450,2;-261,6;-0,3
2026-05-21;0;14495;11500;25995;0;23067;3242,699;2928;314,7;53,1;0,1
2026-05-22;0;23067;0;23067;0;20089;2918,798;2978;-59,2;-6,1;0
2026-05-23;0;20089;10000;30089;0;26995;3351,63;3094;257,6;251,5;0,3
2026-05-24;0;26995;0;26995;0;23356;3496,385;3639;-142,6;108,9;0,1
2026-05-25;0;23356;0;23356;0;19783;3644,701;3573;71,7;180,6;0,2
2026-05-26;0;19783;4700;24483;0;21597;2592,711;2886;-293,3;-112,7;-0,1
2026-05-27;0;21597;0;21597;0;15120;6532,329;6477;55,3;-57,4;-0,1
2026-05-28;0;15120;10000;25120;0;21746;3440,404;3374;66,4;9;0
2026-05-29;0;21746;0;21746;0;18242;3470,618;3504;-33,4;-24,4;0
2026-05-30;0;18242;0;18242;0;15120;2972,789;3122;-149,2;-173,6;-0,1
2026-05-31;0;15120;15000;30120;0;27363;3162,209;2757;405,2;231,6;0,2
Total acumulado combustível;121959,658;121728;231,6;2330,6;8,5;;;;;;
Combustível: 2309 - DIESEL S 10;Tanques vinculados: 2202 - 2201 - 2204;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;37457;30000;67457;0;56608;11121,658;10849;272,7;272,7;11,4
2026-05-02;0;56608;24000;80608;0;72511;8572,985;8097;476;748,7;80,4
2026-05-03;0;72511;0;72511;0;59886;12455,945;12625;-169;579,7;2,5
2026-05-04;0;59886;0;59886;0;45988;13103,782;13898;-794,3;-214,6;-0,4
2026-05-05;0;45988;22500;68488;0;57104;11638,852;11384;254,9;40,3;0,3
2026-05-06;0;57104;20500;77604;0;67183;10303,795;10421;-117,3;-77;-36,6
2026-05-07;0;67183;0;67183;0;53777;13533,967;13406;127,9;50,9;-33
2026-05-08;0;53777;27500;81277;0;68493;12274,255;12784;-509,8;-458,9;19
2026-05-09;0;68493;24000;92493;0;79268;14027,142;13225;802,2;343,3;0,3
2026-05-10;0;79268;0;79268;0;65918;13187,629;13350;-162,3;181;-9,5
2026-05-11;0;65918;0;65918;0;50986;14924,1;14932;-8;173;4
2026-05-12;0;50986;0;50986;0;40151;10357,185;10835;-477,8;-304,8;11,3
2026-05-13;0;40151;34000;74151;0;64947;9594,745;9204;390,8;86;-0,5
2026-05-14;0;64947;0;64947;0;51223;13319,943;13724;-404;-318;-7
2026-05-15;0;51223;23000;74223;0;60533;13748,734;13690;58,7;-259,3;0,5
2026-05-16;0;60533;24000;84533;0;66398;18138,159;18135;3,1;-256,2;8,6
2026-05-17;0;66398;0;66398;0;53014;13302,523;13384;-81,5;-337,7;14
2026-05-18;0;53014;0;53014;0;40847;12019,614;12167;-147,4;-485,1;13,8
2026-05-19;0;40847;24000;64847;0;48409;16477,621;16438;39,7;-445,4;-8,5
2026-05-20;0;48409;31000;79409;0;65769;13692,151;13640;52,1;-393,3;-6,4
2026-05-21;0;65769;22500;88269;0;72804;15568,212;15465;103,3;-290;-13,3
2026-05-22;0;72804;0;72804;0;59454;12985,229;13350;-364,8;-654,8;-0,4
2026-05-23;0;59454;24000;83454;0;73089;10613,594;10365;248,6;-406,2;-0,4
2026-05-24;0;73089;0;73089;0;58682;14243,191;14407;-163,9;-570,1;-0,5
2026-05-25;0;58682;0;58682;0;45067;13543,917;13615;-71,1;-641,2;-24,2
2026-05-26;0;45067;32400;77467;0;58888;18323,772;18579;-255,3;-896,5;-24,5
2026-05-27;0;58888;0;58888;0;46126;12917,771;12762;155,8;-740,7;-27,4
2026-05-28;0;46126;16500;62626;0;45760;16319,505;16866;-546,5;-1287,2;-28,4
2026-05-29;0;45760;29000;74760;0;62431;12998,936;12329;669,9;-617,3;-31,5
2026-05-30;0;62431;0;62431;0;48354;14047,264;14077;-29,8;-647,1;-31,7
2026-05-31;0;48354;24000;72354;0;60404;12103,23;11950;153,3;-493,8;27,1
Total acumulado combustível;409459,406;409953;-493,8;-8319,6;-91;;;;;;
Combustível: 3 - ETANOL;Tanques vinculados: 2207 - 2206;;;;;;;;;;
;Inicial;;;Final;Saída;Saída;;;;;
Data;Med.;Litragem;Entrada;Estoque;Med.;Litragem;Bombas;Tanque;Diferença;Acumulado;Diferença Acum.
2026-05-01;0;4328;0;4328;0;3968;367,769;360;7,8;7,8;2,1
2026-05-02;0;3968;0;3968;0;3683;271,036;285;-13,9;-6,1;200
2026-05-03;0;3683;0;3683;0;3247;376,085;436;-59,9;-66;-0,4
2026-05-04;0;3247;0;3247;0;2819;448,605;428;20,6;-45,4;-1,1
2026-05-05;0;2819;5000;7819;0;7591;343,4;228;115,4;70;-149,8
2026-05-06;0;7591;0;7591;0;7147;417,088;444;-26,9;43,1;8,9
2026-05-07;0;7147;0;7147;0;6542;606,419;605;1,4;44,5;7
2026-05-08;0;6542;0;6542;0;5889;549,693;653;-103,3;-58,8;-144,8
2026-05-09;0;5889;0;5889;0;5676;269,696;213;56,7;-2,1;-144,8
2026-05-10;0;5676;0;5676;0;5396;219,853;280;-60,1;-62,2;-144,8
2026-05-11;0;5396;0;5396;0;5054;330,614;342;-11,4;-73,6;1,8
2026-05-12;0;5054;0;5054;0;4650;454,241;404;50,2;-23,4;481,2
2026-05-13;0;4650;0;4650;0;4330;276,513;320;-43,5;-66,9;-84,1
